family,field,sibling_title,current_value,proposed_action
Forged in Failure Crewneck,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Orange Forged in Failure Crewneck,shopify--color-pattern.orange,per Rule G8
Forged in Failure Crewneck,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],UNC Blue Forged in Failure Crewneck,shopify--color-pattern.unc-blue-new,per Rule G8
Forged in Failure Crewneck,metafield:Metafield: mm-google-shopping.age_group [string],Black Forged in Failure Crewneck,(null),per Rule G8
Forged in Failure Crewneck,metafield:Metafield: mm-google-shopping.age_group [string],Brown Forged in Failure Crewneck,adult,per Rule G8
Forged in Failure Crewneck,metafield:Metafield: mm-google-shopping.age_group [string],Orange Forged in Failure Crewneck,(null),per Rule G8
Forged in Failure Crewneck,metafield:Metafield: mm-google-shopping.age_group [string],UNC Blue Forged in Failure Crewneck,adult,per Rule G8
Iron Shell Skullie,body_html,Iron Shell Skullie Off White,643 chars,longest wins (Rule G7a)
Iron Shell Skullie,body_html,Iron Shell Skullie Dusk,642 chars,longest wins (Rule G7a)
Iron Shell Skullie,tag:hats,Iron Shell Skullie Off White,on some siblings only,UNION (Rule G1)
Iron Shell Skullie,collection:product-templates,Iron Shell Skullie Dusk,on some siblings only,UNION (Rule G2)
Signature Leggings,body_html,Signature Leggings Black,926 chars,longest wins (Rule G7a)
Signature Leggings,body_html,Signature Leggings Royal Blue,931 chars,longest wins (Rule G7a)
Signature Leggings,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Signature Leggings Black,shopify--color-pattern.black-7,per Rule G8
Signature Leggings,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Signature Leggings Royal Blue,shopify--color-pattern.royal-blue,per Rule G8
Stitched Cut Off Tee,body_html,Black Stitched Cut Off Tee,785 chars,longest wins (Rule G7a)
Stitched Cut Off Tee,body_html,Beige Stitched Cut Off Tee,951 chars,longest wins (Rule G7a)
Stitched Cut Off Tee,body_html,Cool Grey Stitched Cut Off Tee,986 chars,longest wins (Rule G7a)
Stitched Cut Off Tee,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Black Stitched Cut Off Tee,"shopify--color-pattern.black-7, shopify--color-pattern.grey",per Rule G8
Stitched Cut Off Tee,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Beige Stitched Cut Off Tee,shopify--color-pattern.beige-1,per Rule G8
Stitched Cut Off Tee,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Cool Grey Stitched Cut Off Tee,shopify--color-pattern.grey,per Rule G8
Beater 3-Pack,body_html,Dusk Beater Three Pack,748 chars,longest wins (Rule G7a)
Beater 3-Pack,body_html,Vintage Washed Beater 3-Pack,963 chars,longest wins (Rule G7a)
Beater 3-Pack,body_html,Nightshade Beater 3-Pack,1551 chars,longest wins (Rule G7a)
Beater 3-Pack,body_html,Neutral Beater 3-Pack,1617 chars,longest wins (Rule G7a)
Beater 3-Pack,body_html,Flame Beater 3 Pack,1437 chars,longest wins (Rule G7a)
Beater 3-Pack,body_html,Graffiti Beater Pack,1656 chars,longest wins (Rule G7a)
Beater 3-Pack,tag:size-2xl,"Dusk Beater Three Pack, Vintage Washed Beater 3-Pack, Nightshade Beater 3-Pack, Neutral Beater 3-Pack",on some siblings only,DROP (Rule G1 exception)
Beater 3-Pack,tag:tankTops,"Dusk Beater Three Pack, Vintage Washed Beater 3-Pack, Nightshade Beater 3-Pack, Neutral Beater 3-Pack",on some siblings only,UNION (Rule G1)
Beater 3-Pack,tag:75-100,"Dusk Beater Three Pack, Vintage Washed Beater 3-Pack, Nightshade Beater 3-Pack, Neutral Beater 3-Pack",on some siblings only,UNION (Rule G1)
Beater 3-Pack,tag:multipack,"Dusk Beater Three Pack, Vintage Washed Beater 3-Pack, Nightshade Beater 3-Pack, Neutral Beater 3-Pack",on some siblings only,UNION (Rule G1)
Beater 3-Pack,tag:over-100,"Flame Beater 3 Pack, Graffiti Beater Pack",on some siblings only,UNION (Rule G1)
Beater 3-Pack,tag:size-4xl,"Dusk Beater Three Pack, Vintage Washed Beater 3-Pack, Nightshade Beater 3-Pack, Neutral Beater 3-Pack",on some siblings only,DROP (Rule G1 exception)
Beater 3-Pack,collection:size-2xl,"Dusk Beater Three Pack, Vintage Washed Beater 3-Pack, Nightshade Beater 3-Pack, Neutral Beater 3-Pack",on some siblings only,UNION (Rule G2)
Beater 3-Pack,collection:butterfly-effect,Graffiti Beater Pack,on some siblings only,UNION (Rule G2)
Beater 3-Pack,collection:smoke-drop,Dusk Beater Three Pack,on some siblings only,UNION (Rule G2)
Beater 3-Pack,collection:product-templates,"Vintage Washed Beater 3-Pack, Nightshade Beater 3-Pack, Neutral Beater 3-Pack",on some siblings only,UNION (Rule G2)
Beater 3-Pack,collection:size-4xl,"Dusk Beater Three Pack, Vintage Washed Beater 3-Pack, Nightshade Beater 3-Pack, Neutral Beater 3-Pack",on some siblings only,UNION (Rule G2)
Beater 3-Pack,collection:tanks-tops,"Dusk Beater Three Pack, Vintage Washed Beater 3-Pack, Nightshade Beater 3-Pack, Neutral Beater 3-Pack",on some siblings only,UNION (Rule G2)
Beater 3-Pack,collection:new-evergreen,"Vintage Washed Beater 3-Pack, Nightshade Beater 3-Pack, Neutral Beater 3-Pack",on some siblings only,UNION (Rule G2)
Beater 3-Pack,collection:in-stock,"Vintage Washed Beater 3-Pack, Nightshade Beater 3-Pack, Neutral Beater 3-Pack, Flame Beater 3 Pack",on some siblings only,UNION (Rule G2)
Beater 3-Pack,collection:supercharged,"Flame Beater 3 Pack, Graffiti Beater Pack",on some siblings only,UNION (Rule G2)
Beater 3-Pack,collection:black-friday,"Vintage Washed Beater 3-Pack, Nightshade Beater 3-Pack, Neutral Beater 3-Pack, Flame Beater 3 Pack",on some siblings only,UNION (Rule G2)
Beater 3-Pack,collection:multipacks,"Dusk Beater Three Pack, Vintage Washed Beater 3-Pack, Nightshade Beater 3-Pack, Neutral Beater 3-Pack",on some siblings only,UNION (Rule G2)
Beater 3-Pack,metafield:Metafield: shopify.target-gender [list.metaobject_reference],Dusk Beater Three Pack,shopify--target-gender.unisex,per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.target-gender [list.metaobject_reference],Vintage Washed Beater 3-Pack,shopify--target-gender.unisex,per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.target-gender [list.metaobject_reference],Nightshade Beater 3-Pack,shopify--target-gender.unisex,per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.target-gender [list.metaobject_reference],Neutral Beater 3-Pack,shopify--target-gender.unisex,per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.target-gender [list.metaobject_reference],Flame Beater 3 Pack,(null),per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.target-gender [list.metaobject_reference],Graffiti Beater Pack,(null),per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.fabric [list.metaobject_reference],Dusk Beater Three Pack,shopify--fabric.cotton,per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.fabric [list.metaobject_reference],Vintage Washed Beater 3-Pack,shopify--fabric.cotton,per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.fabric [list.metaobject_reference],Nightshade Beater 3-Pack,shopify--fabric.cotton,per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.fabric [list.metaobject_reference],Neutral Beater 3-Pack,shopify--fabric.cotton,per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.fabric [list.metaobject_reference],Flame Beater 3 Pack,(null),per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.fabric [list.metaobject_reference],Graffiti Beater Pack,(null),per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Dusk Beater Three Pack,"shopify--color-pattern.black-3, shopify--color-pattern.white-new",per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Vintage Washed Beater 3-Pack,"shopify--color-pattern.black-3, shopify--color-pattern.white-new",per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Nightshade Beater 3-Pack,"shopify--color-pattern.black-3, shopify--color-pattern.white-new",per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Neutral Beater 3-Pack,"shopify--color-pattern.black-3, shopify--color-pattern.white-new",per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Flame Beater 3 Pack,(null),per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Graffiti Beater Pack,(null),per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.sleeve-length-type [list.metaobject_reference],Dusk Beater Three Pack,shopify--sleeve-length-type.sleeveless,per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.sleeve-length-type [list.metaobject_reference],Vintage Washed Beater 3-Pack,shopify--sleeve-length-type.sleeveless,per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.sleeve-length-type [list.metaobject_reference],Nightshade Beater 3-Pack,shopify--sleeve-length-type.sleeveless,per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.sleeve-length-type [list.metaobject_reference],Neutral Beater 3-Pack,shopify--sleeve-length-type.sleeveless,per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.sleeve-length-type [list.metaobject_reference],Flame Beater 3 Pack,(null),per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.sleeve-length-type [list.metaobject_reference],Graffiti Beater Pack,(null),per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.size [list.metaobject_reference],Dusk Beater Three Pack,"shopify--size.s, shopify--size.m, shopify--size.l, shopify--size.xl, shopify--size.2xl, shopify--size.3xl, shopify--size.4xl",per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.size [list.metaobject_reference],Vintage Washed Beater 3-Pack,"shopify--size.s, shopify--size.m, shopify--size.l, shopify--size.xl, shopify--size.2xl, shopify--size.3xl, shopify--size.4xl",per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.size [list.metaobject_reference],Nightshade Beater 3-Pack,"shopify--size.s, shopify--size.m, shopify--size.l, shopify--size.xl, shopify--size.2xl, shopify--size.3xl, shopify--size.4xl",per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.size [list.metaobject_reference],Neutral Beater 3-Pack,"shopify--size.s, shopify--size.m, shopify--size.l, shopify--size.xl, shopify--size.2xl, shopify--size.3xl, shopify--size.4xl",per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.size [list.metaobject_reference],Flame Beater 3 Pack,(null),per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.size [list.metaobject_reference],Graffiti Beater Pack,(null),per Rule G8
Beater 3-Pack,metafield:Metafield: custom.size_chart_image [file_reference],Dusk Beater Three Pack,(null),per Rule G8
Beater 3-Pack,metafield:Metafield: custom.size_chart_image [file_reference],Vintage Washed Beater 3-Pack,BEATER.jpg,per Rule G8
Beater 3-Pack,metafield:Metafield: custom.size_chart_image [file_reference],Nightshade Beater 3-Pack,BEATER.jpg,per Rule G8
Beater 3-Pack,metafield:Metafield: custom.size_chart_image [file_reference],Neutral Beater 3-Pack,BEATER.jpg,per Rule G8
Beater 3-Pack,metafield:Metafield: custom.size_chart_image [file_reference],Flame Beater 3 Pack,BEATER.jpg,per Rule G8
Beater 3-Pack,metafield:Metafield: custom.size_chart_image [file_reference],Graffiti Beater Pack,BEATER.jpg,per Rule G8
Beater 3-Pack,metafield:Metafield: mm-google-shopping.google_product_category [string],Dusk Beater Three Pack,212,per Rule G8
Beater 3-Pack,metafield:Metafield: mm-google-shopping.google_product_category [string],Vintage Washed Beater 3-Pack,212,per Rule G8
Beater 3-Pack,metafield:Metafield: mm-google-shopping.google_product_category [string],Nightshade Beater 3-Pack,212,per Rule G8
Beater 3-Pack,metafield:Metafield: mm-google-shopping.google_product_category [string],Neutral Beater 3-Pack,212,per Rule G8
Beater 3-Pack,metafield:Metafield: mm-google-shopping.google_product_category [string],Flame Beater 3 Pack,5322,per Rule G8
Beater 3-Pack,metafield:Metafield: mm-google-shopping.google_product_category [string],Graffiti Beater Pack,5322,per Rule G8
Beater 3-Pack,metafield:Metafield: mc-facebook.google_product_category [string],Dusk Beater Three Pack,212,per Rule G8
Beater 3-Pack,metafield:Metafield: mc-facebook.google_product_category [string],Vintage Washed Beater 3-Pack,212,per Rule G8
Beater 3-Pack,metafield:Metafield: mc-facebook.google_product_category [string],Nightshade Beater 3-Pack,212,per Rule G8
Beater 3-Pack,metafield:Metafield: mc-facebook.google_product_category [string],Neutral Beater 3-Pack,212,per Rule G8
Beater 3-Pack,metafield:Metafield: mc-facebook.google_product_category [string],Flame Beater 3 Pack,5322,per Rule G8
Beater 3-Pack,metafield:Metafield: mc-facebook.google_product_category [string],Graffiti Beater Pack,5322,per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.neckline [list.metaobject_reference],Dusk Beater Three Pack,shopify--neckline.round,per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.neckline [list.metaobject_reference],Vintage Washed Beater 3-Pack,shopify--neckline.round,per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.neckline [list.metaobject_reference],Nightshade Beater 3-Pack,shopify--neckline.round,per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.neckline [list.metaobject_reference],Neutral Beater 3-Pack,shopify--neckline.round,per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.neckline [list.metaobject_reference],Flame Beater 3 Pack,(null),per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.neckline [list.metaobject_reference],Graffiti Beater Pack,(null),per Rule G8
Beater 3-Pack,metafield:Metafield: custom.size_chart [multi_line_text_field],Dusk Beater Three Pack,"Size,Chest,Waist
S,48.3,48.3
M,53.3,53.3
L,58.4,58.4
XL,63.5,63.5
2XL,68.6,68.6
3XL,78.7,73.7
4XL,78.7,78.7",per Rule G8
Beater 3-Pack,metafield:Metafield: custom.size_chart [multi_line_text_field],Vintage Washed Beater 3-Pack,"Size,Chest,Waist
S,48.3,48.3
M,53.3,53.3
L,58.4,58.4
XL,63.5,63.5
2XL,68.6,68.6
3XL,78.7,73.7
4XL,78.7,78.7",per Rule G8
Beater 3-Pack,metafield:Metafield: custom.size_chart [multi_line_text_field],Nightshade Beater 3-Pack,"Size,Chest,Waist
S,48.3,48.3
M,53.3,53.3
L,58.4,58.4
XL,63.5,63.5
2XL,68.6,68.6
3XL,78.7,73.7
4XL,78.7,78.7",per Rule G8
Beater 3-Pack,metafield:Metafield: custom.size_chart [multi_line_text_field],Neutral Beater 3-Pack,"Size,Chest,Waist
S,48.3,48.3
M,53.3,53.3
L,58.4,58.4
XL,63.5,63.5
2XL,68.6,68.6
3XL,78.7,73.7
4XL,78.7,78.7",per Rule G8
Beater 3-Pack,metafield:Metafield: custom.size_chart [multi_line_text_field],Flame Beater 3 Pack,(null),per Rule G8
Beater 3-Pack,metafield:Metafield: custom.size_chart [multi_line_text_field],Graffiti Beater Pack,(null),per Rule G8
Beater 3-Pack,metafield:Metafield: mm-google-shopping.age_group [string],Dusk Beater Three Pack,adult,per Rule G8
Beater 3-Pack,metafield:Metafield: mm-google-shopping.age_group [string],Vintage Washed Beater 3-Pack,adult,per Rule G8
Beater 3-Pack,metafield:Metafield: mm-google-shopping.age_group [string],Nightshade Beater 3-Pack,adult,per Rule G8
Beater 3-Pack,metafield:Metafield: mm-google-shopping.age_group [string],Neutral Beater 3-Pack,adult,per Rule G8
Beater 3-Pack,metafield:Metafield: mm-google-shopping.age_group [string],Flame Beater 3 Pack,(null),per Rule G8
Beater 3-Pack,metafield:Metafield: mm-google-shopping.age_group [string],Graffiti Beater Pack,(null),per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.age-group [list.metaobject_reference],Dusk Beater Three Pack,shopify--age-group.adults,per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.age-group [list.metaobject_reference],Vintage Washed Beater 3-Pack,shopify--age-group.adults,per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.age-group [list.metaobject_reference],Nightshade Beater 3-Pack,shopify--age-group.adults,per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.age-group [list.metaobject_reference],Neutral Beater 3-Pack,shopify--age-group.adults,per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.age-group [list.metaobject_reference],Flame Beater 3 Pack,(null),per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.age-group [list.metaobject_reference],Graffiti Beater Pack,(null),per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.top-length-type [list.metaobject_reference],Dusk Beater Three Pack,shopify--top-length-type.medium,per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.top-length-type [list.metaobject_reference],Vintage Washed Beater 3-Pack,shopify--top-length-type.medium,per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.top-length-type [list.metaobject_reference],Nightshade Beater 3-Pack,shopify--top-length-type.medium,per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.top-length-type [list.metaobject_reference],Neutral Beater 3-Pack,shopify--top-length-type.medium,per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.top-length-type [list.metaobject_reference],Flame Beater 3 Pack,(null),per Rule G8
Beater 3-Pack,metafield:Metafield: shopify.top-length-type [list.metaobject_reference],Graffiti Beater Pack,(null),per Rule G8
Lightweight Tee 3-Pack,price,Weighted Tee 3 - Pack,$90.0,keep per-variant (Rule G3)
Lightweight Tee 3-Pack,price,Supercharged Lightweight Tee 3 - Pack,$100.0,keep per-variant (Rule G3)
Lightweight Tee 3-Pack,price,Nightshade Lightweight Tee 3 - Pack,$100.0,keep per-variant (Rule G3)
Lightweight Tee 3-Pack,price,Neutral Lightweight Tee 3 - Pack,$100.0,keep per-variant (Rule G3)
Lightweight Tee 3-Pack,price,Smoke Lightweight Tee Three Pack,$100.0,keep per-variant (Rule G3)
Lightweight Tee 3-Pack,price,Butterfly Lightweight Tee Three Pack,$100.0,keep per-variant (Rule G3)
Lightweight Tee 3-Pack,body_html,Weighted Tee 3 - Pack,1510 chars,longest wins (Rule G7a)
Lightweight Tee 3-Pack,body_html,Supercharged Lightweight Tee 3 - Pack,1480 chars,longest wins (Rule G7a)
Lightweight Tee 3-Pack,body_html,Nightshade Lightweight Tee 3 - Pack,1774 chars,longest wins (Rule G7a)
Lightweight Tee 3-Pack,body_html,Neutral Lightweight Tee 3 - Pack,1633 chars,longest wins (Rule G7a)
Lightweight Tee 3-Pack,body_html,Smoke Lightweight Tee Three Pack,766 chars,longest wins (Rule G7a)
Lightweight Tee 3-Pack,body_html,Butterfly Lightweight Tee Three Pack,784 chars,longest wins (Rule G7a)
Lightweight Tee 3-Pack,tag:size-2xl,"Smoke Lightweight Tee Three Pack, Butterfly Lightweight Tee Three Pack",on some siblings only,DROP (Rule G1 exception)
Lightweight Tee 3-Pack,tag:size-3xl,"Smoke Lightweight Tee Three Pack, Butterfly Lightweight Tee Three Pack",on some siblings only,DROP (Rule G1 exception)
Lightweight Tee 3-Pack,tag:size-4xl,"Smoke Lightweight Tee Three Pack, Butterfly Lightweight Tee Three Pack",on some siblings only,DROP (Rule G1 exception)
Lightweight Tee 3-Pack,tag:multipack,"Smoke Lightweight Tee Three Pack, Butterfly Lightweight Tee Three Pack",on some siblings only,UNION (Rule G1)
Lightweight Tee 3-Pack,tag:size-xl,"Smoke Lightweight Tee Three Pack, Butterfly Lightweight Tee Three Pack",on some siblings only,DROP (Rule G1 exception)
Lightweight Tee 3-Pack,tag:75-100,"Supercharged Lightweight Tee 3 - Pack, Nightshade Lightweight Tee 3 - Pack, Neutral Lightweight Tee 3 - Pack",on some siblings only,UNION (Rule G1)
Lightweight Tee 3-Pack,collection:smoke-drop,"Smoke Lightweight Tee Three Pack, Butterfly Lightweight Tee Three Pack",on some siblings only,UNION (Rule G2)
Lightweight Tee 3-Pack,collection:size-4xl,"Smoke Lightweight Tee Three Pack, Butterfly Lightweight Tee Three Pack",on some siblings only,UNION (Rule G2)
Lightweight Tee 3-Pack,collection:over-100,"Supercharged Lightweight Tee 3 - Pack, Nightshade Lightweight Tee 3 - Pack, Neutral Lightweight Tee 3 - Pack, Smoke Lightweight Tee Three Pack, Butterfly Lightweight Tee Three Pack",on some siblings only,UNION (Rule G2)
Lightweight Tee 3-Pack,collection:size-2xl,"Smoke Lightweight Tee Three Pack, Butterfly Lightweight Tee Three Pack",on some siblings only,UNION (Rule G2)
Lightweight Tee 3-Pack,collection:butterfly-effect,Butterfly Lightweight Tee Three Pack,on some siblings only,UNION (Rule G2)
Lightweight Tee 3-Pack,collection:size-3xl,"Smoke Lightweight Tee Three Pack, Butterfly Lightweight Tee Three Pack",on some siblings only,UNION (Rule G2)
Lightweight Tee 3-Pack,collection:product-templates,"Smoke Lightweight Tee Three Pack, Butterfly Lightweight Tee Three Pack",on some siblings only,UNION (Rule G2)
Lightweight Tee 3-Pack,collection:supercharged,"Weighted Tee 3 - Pack, Supercharged Lightweight Tee 3 - Pack, Nightshade Lightweight Tee 3 - Pack, Neutral Lightweight Tee 3 - Pack",on some siblings only,UNION (Rule G2)
Lightweight Tee 3-Pack,collection:size-xl,"Smoke Lightweight Tee Three Pack, Butterfly Lightweight Tee Three Pack",on some siblings only,UNION (Rule G2)
Lightweight Tee 3-Pack,collection:multipacks,"Smoke Lightweight Tee Three Pack, Butterfly Lightweight Tee Three Pack",on some siblings only,UNION (Rule G2)
Lightweight Tee 3-Pack,metafield:Metafield: shopify.fabric [list.metaobject_reference],Weighted Tee 3 - Pack,(null),per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.fabric [list.metaobject_reference],Supercharged Lightweight Tee 3 - Pack,(null),per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.fabric [list.metaobject_reference],Nightshade Lightweight Tee 3 - Pack,(null),per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.fabric [list.metaobject_reference],Neutral Lightweight Tee 3 - Pack,(null),per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.fabric [list.metaobject_reference],Smoke Lightweight Tee Three Pack,shopify--fabric.cotton,per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.fabric [list.metaobject_reference],Butterfly Lightweight Tee Three Pack,shopify--fabric.cotton,per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Weighted Tee 3 - Pack,(null),per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Supercharged Lightweight Tee 3 - Pack,(null),per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Nightshade Lightweight Tee 3 - Pack,(null),per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Neutral Lightweight Tee 3 - Pack,(null),per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Smoke Lightweight Tee Three Pack,"shopify--color-pattern.black-3, shopify--color-pattern.white-new, shopify--color-pattern.gray-2",per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Butterfly Lightweight Tee Three Pack,"shopify--color-pattern.black-3, shopify--color-pattern.white-new, shopify--color-pattern.gray-2",per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.sleeve-length-type [list.metaobject_reference],Weighted Tee 3 - Pack,(null),per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.sleeve-length-type [list.metaobject_reference],Supercharged Lightweight Tee 3 - Pack,(null),per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.sleeve-length-type [list.metaobject_reference],Nightshade Lightweight Tee 3 - Pack,(null),per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.sleeve-length-type [list.metaobject_reference],Neutral Lightweight Tee 3 - Pack,(null),per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.sleeve-length-type [list.metaobject_reference],Smoke Lightweight Tee Three Pack,shopify--sleeve-length-type.short,per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.sleeve-length-type [list.metaobject_reference],Butterfly Lightweight Tee Three Pack,shopify--sleeve-length-type.short,per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.size [list.metaobject_reference],Weighted Tee 3 - Pack,(null),per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.size [list.metaobject_reference],Supercharged Lightweight Tee 3 - Pack,(null),per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.size [list.metaobject_reference],Nightshade Lightweight Tee 3 - Pack,(null),per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.size [list.metaobject_reference],Neutral Lightweight Tee 3 - Pack,(null),per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.size [list.metaobject_reference],Smoke Lightweight Tee Three Pack,"shopify--size.s, shopify--size.m, shopify--size.l, shopify--size.xl, shopify--size.2xl, shopify--size.3xl, shopify--size.4xl",per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.size [list.metaobject_reference],Butterfly Lightweight Tee Three Pack,"shopify--size.s, shopify--size.m, shopify--size.l, shopify--size.xl, shopify--size.2xl, shopify--size.3xl, shopify--size.4xl",per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: custom.size_chart_image [file_reference],Weighted Tee 3 - Pack,LIGHTWEIGHT_TEE.jpg,per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: custom.size_chart_image [file_reference],Supercharged Lightweight Tee 3 - Pack,LIGHTWEIGHT_TEE.jpg,per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: custom.size_chart_image [file_reference],Nightshade Lightweight Tee 3 - Pack,LIGHTWEIGHT_TEE.jpg,per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: custom.size_chart_image [file_reference],Neutral Lightweight Tee 3 - Pack,LIGHTWEIGHT_TEE.jpg,per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: custom.size_chart_image [file_reference],Smoke Lightweight Tee Three Pack,(null),per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: custom.size_chart_image [file_reference],Butterfly Lightweight Tee Three Pack,(null),per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.neckline [list.metaobject_reference],Weighted Tee 3 - Pack,(null),per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.neckline [list.metaobject_reference],Supercharged Lightweight Tee 3 - Pack,(null),per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.neckline [list.metaobject_reference],Nightshade Lightweight Tee 3 - Pack,(null),per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.neckline [list.metaobject_reference],Neutral Lightweight Tee 3 - Pack,(null),per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.neckline [list.metaobject_reference],Smoke Lightweight Tee Three Pack,shopify--neckline.round,per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.neckline [list.metaobject_reference],Butterfly Lightweight Tee Three Pack,shopify--neckline.round,per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: custom.size_chart [multi_line_text_field],Weighted Tee 3 - Pack,(null),per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: custom.size_chart [multi_line_text_field],Supercharged Lightweight Tee 3 - Pack,(null),per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: custom.size_chart [multi_line_text_field],Nightshade Lightweight Tee 3 - Pack,(null),per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: custom.size_chart [multi_line_text_field],Neutral Lightweight Tee 3 - Pack,(null),per Rule G8
